"Weight" "L1" "L2" "L3" "Height" "Width" "Species"
"1" 170.53030510667 19.3231690043837 22.9132689419332 23.8878290026323 25.2335773968456 14.826372122853 "Perch"
"2" 493.721353975114 28.2996208297454 31.0282288773609 34.9170265559061 37.8562426733652 13.6757722687378 "Bream"
"3" 33.6577350528239 17.4357405389293 18.072635729589 23.489746868695 26.765674864539 13.6606825411165 "Roach"
"4" 584.259842820403 32.4913493513684 33.126296952817 39.2980820126983 37.6108532988616 13.6225595282218 "Bream"
"5" 970.375722940858 37.1225103226373 39.8174891287008 42.4734882621414 29.8780013720731 17.4033871642984 "Perch"
"6" 831.113522373693 31.1132275895819 35.774727247949 43.9552399162003 40.654183743927 14.7423322261573 "Bream"
"7" 68.6834125772878 19.3662638155819 23.0855779714395 23.0776440209462 25.3258846283918 14.6242869432286 "Perch"
"8" 117.898973446101 20.6102143182343 20.0569747925927 23.6469361730568 37.7450936421817 14.148418164787 "SilverBream"
"9" 814.920159675248 44.0147397099563 48.8966115120383 53.6453097739795 14.3525181415995 10.5075496313374 "Pike"
"10" 144.559522283727 18.9712047223058 20.7306102972155 21.1553914536949 39.8532856955793 15.0112455102308 "SilverBream"
"11" 1602.54599156695 56.1162022500999 63.5593453170842 66.0302949973035 14.748502348594 10.9789184735958 "Pike"
"12" 574.067633070874 38.9504706879023 43.422217656992 47.4940982106898 17.2120519579839 11.425141161661 "Pike"
"13" 1512.36404922326 57.0329841218757 60.8508564027105 65.4255343022448 16.3038304356338 9.47189517223366 "Pike"
"14" 240.968406004887 22.5988349109992 23.5517418654369 29.502649187047 39.9353612475327 13.3309477058579 "Bream"
"15" 949.582502810971 36.537550762574 41.4227317245944 42.3118046675458 26.7721283472725 16.8404891912456 "Perch"
"16" 208.734418468288 23.5516741716422 25.8251914254271 28.2443664275275 25.7478459531224 14.3648475986212 "Roach"
"17" 54.0680301133153 18.5587864811546 22.1850794185119 23.4427205449134 26.3250815801556 13.7901214675856 "Roach"
"18" 22.3346693066929 9.6267089947766 8.03034174983231 12.3424178798383 16.5189492681877 10.1321288259773 "Smelt"
"19" 105.013612258592 15.3782724095554 16.3516972239461 16.9280228299996 26.7220854569047 17.2127169592774 "Perch"
"20" 1012.47562889797 34.8032264543366 37.3416413092518 41.0392335631476 43.5899820081635 15.5093587488831 "Bream"
"21" 1624.34027948925 56.1312541970049 59.6413533199094 61.4992349947585 13.7286470072563 9.90228761893258 "Pike"
"22" 430.760294195587 27.5866336452382 30.4420182885157 34.3325941885912 39.9328430819024 13.6723414208033 "Bream"
"23" 942.512000197427 36.8326882340215 43.6945369770237 47.9828907393195 37.4840429963451 13.7572482206964 "Bream"
"24" 461.651393190157 26.4807824474512 28.6771378893758 34.5287122929811 40.2672237242356 13.5141276107795 "Bream"
"25" 505.420218518449 32.9750564758047 32.9180534805176 35.2735266333138 27.8667628453388 17.1303678301646 "Perch"
"26" 333.588258236547 26.3625618705716 28.6665798106933 34.6460081255998 37.0989043207968 15.142247578459 "Bream"
"27" 80.3199049600375 13.740759643436 14.4035293589001 18.151278755307 42.9241497879305 14.1368480536566 "SilverBream"
"28" 257.416492290085 24.0304187800247 26.0470101557171 31.7803213070154 41.1622424257047 14.0885687581638 "Bream"
"29" 182.862923177638 24.8037077263872 25.3641219931255 27.7117395859521 24.9473642364847 13.7076152903197 "Perch"
"30" 907.82573637897 33.0776607463515 34.6921244650856 41.9094714791135 41.6028568109826 14.7270295401824 "Bream"
"31" 55.6593321644307 17.7308048217726 18.3837405202262 22.7993951922192 25.8150925593003 13.538291929984 "Roach"
"32" 306.043317945978 26.2943082193936 26.0009065586609 27.6558310869046 23.8543308871873 14.4026741833884 "Perch"
"33" 153.985458825479 20.2881036762208 22.4096364418534 28.1370133651813 25.3614776742321 13.7589659373639 "Roach"
"34" 863.307183219121 35.3323203064456 38.4371081680729 46.3127543896458 41.8248487949472 14.1488659745264 "Bream"
"35" 775.446968696134 42.9847424623525 47.660761117319 52.3689732092453 14.188943735566 10.596359041388 "Pike"
"36" 1231.45861554563 51.4848537472887 55.6274848272857 60.5251499596211 17.4949723261737 11.9329698392181 "Pike"
"37" 84.8873590065527 18.7172603249512 21.8462136522739 23.4770277786743 24.6412468834767 15.8861156013868 "Perch"
"38" -17.4829493877765 12.5816007341289 12.6888495202114 13.7137643149796 17.0799524750664 9.90883805775349 "Smelt"
"39" 433.19686157866 39.8407489356931 43.2719681078355 44.2434795849594 16.6987100723463 9.85617533467802 "Pike"
"40" 681.430007998464 32.9636824226108 37.1333920668876 39.663623316478 39.2030655826166 15.1061708027302 "Bream"
"41" 146.976538876672 18.8173890648078 23.2307104022302 22.4220896114647 23.2189740210861 14.5865159851263 "Perch"
"42" 782.097725224811 45.5229335519843 47.7187961712044 51.2271097950839 15.4605205128801 10.7132326349154 "Pike"
"43" 614.447223113687 29.0898990587647 33.9547698818904 38.1632964592223 40.4902091320592 13.4287579855417 "Bream"
"44" 398.089806635088 27.7782039896522 31.9454904343542 34.07249554647 37.1888777137328 13.7229867766219 "Bream"
"45" 95.2289057066981 18.2434047134719 20.3858202372244 23.8418780657537 23.6561232772538 14.4523950140164 "Roach"
"46" 278.627588793443 23.9245347957255 27.2224809313151 30.7141118574502 28.2146456683737 15.6947035817156 "Roach"
"47" 427.570855031887 25.5045947564861 28.4503106556179 32.6923485833795 38.8774977758351 13.5170279002593 "Bream"
"48" 386.36516992239 29.3395869116873 31.3272602147383 33.0355558844092 26.7305544927814 14.9417319457118 "Roach"
"49" 888.687787378125 37.0024111369536 41.8894058853765 46.4719510483474 28.36191898866 16.9802419770808 "Perch"
"50" 525.12302548399 41.8957290217017 41.6022936051041 45.6576059934009 13.3790309814918 9.64330112947383 "Pike"
"51" 81.6212904222732 20.8985470015961 22.1002094085721 25.8314342012382 25.9284176603027 15.006346919142 "Perch"
"52" 863.025675351325 35.2759976022281 38.3772665845116 39.8299726510556 38.7117365242023 14.8426244754719 "Bream"
"53" 479.041176303784 41.8478814439789 45.8327797957006 48.8002792495702 14.2082301716364 10.1235285832445 "Pike"
"54" 1010.37907659388 33.0636146861502 37.5955302535632 41.7613869613637 45.3838967555543 15.5107776742051 "Bream"
"55" 18.6041527695905 12.5394055349457 15.3282078657825 17.0788099964017 25.0403182448143 14.2664515685408 "Roach"
"56" 155.993696197803 23.0530236461109 24.95731875902 27.5139505041638 26.7942676699031 14.2349471106931 "Roach"
"57" -7.09180374853934 11.585150202376 10.8476843229778 13.9415447375523 16.0578567746292 10.2578982704309 "Smelt"
"58" 533.149244339152 28.2284449745827 30.7796651887567 36.3758999344465 38.6948650815818 13.2819951456491 "Bream"
"59" 336.459378627818 35.1936467094937 37.7893155060564 42.0324835169379 14.9259980459823 9.6792262011375 "Pike"
"60" 60.4639159212424 10.1706422115438 10.4347627739836 11.0082672945218 17.5254611173525 10.1533170416026 "Smelt"
"61" 385.636126395509 28.4280074444499 28.8511105437858 34.7875190867591 39.4884364552636 13.8752913839857 "Bream"
"62" 133.844750229661 18.8363027460944 21.7041481690985 22.6069047962646 37.0235534284593 13.8910171942132 "SilverBream"
"63" 36.9794200073233 15.2629836280781 15.2259301091085 16.4358017875292 19.0037824632077 11.525535266056 "Smelt"
"64" 440.700864540576 28.3724579820847 31.4828428812962 37.1820950907643 38.7270656887303 13.9552275381022 "Bream"
"65" 584.98227682707 29.919799395725 32.1278766557694 38.6937995725025 41.7864236069765 14.877500513695 "Bream"
